 radius  wavelength  VZA  VAA  HDRF ARF
    100  0.6500  0.8100000E+02  0.8700000E+02  0.7720573E+00  0.7952725E+00
    100  0.6500  0.8100000E+02  0.8800000E+02  0.7653863E+00  0.7884009E+00
    100  0.6500  0.8100000E+02  0.8900000E+02  0.7588916E+00  0.7817109E+00
    100  0.6500  0.8100000E+02  0.9000000E+02  0.7525686E+00  0.7751977E+00
    100  0.6500  0.8100000E+02  0.9100000E+02  0.7464113E+00  0.7688553E+00
    100  0.6500  0.8100000E+02  0.9200000E+02  0.7404141E+00  0.7626778E+00
    100  0.6500  0.8100000E+02  0.9300000E+02  0.7345713E+00  0.7566593E+00
    100  0.6500  0.8100000E+02  0.9400000E+02  0.7288771E+00  0.7507939E+00
    100  0.6500  0.8100000E+02  0.9500000E+02  0.7233277E+00  0.7450776E+00
    100  0.6500  0.8100000E+02  0.9600000E+02  0.7179177E+00  0.7395050E+00
    100  0.6500  0.8100000E+02  0.9700000E+02  0.7126454E+00  0.7340741E+00
    100  0.6500  0.8100000E+02  0.9800000E+02  0.7075065E+00  0.7287807E+00
    100  0.6500  0.8100000E+02  0.9900000E+02  0.7024995E+00  0.7236232E+00
    100  0.6500  0.8100000E+02  0.1000000E+03  0.6976211E+00  0.7185980E+00
    100  0.6500  0.8100000E+02  0.1010000E+03  0.6928694E+00  0.7137035E+00
    100  0.6500  0.8100000E+02  0.1020000E+03  0.6882408E+00  0.7089357E+00
    100  0.6500  0.8100000E+02  0.1030000E+03  0.6837316E+00  0.7042909E+00
    100  0.6500  0.8100000E+02  0.1040000E+03  0.6793382E+00  0.6997654E+00
    100  0.6500  0.8100000E+02  0.1050000E+03  0.6750571E+00  0.6953555E+00
    100  0.6500  0.8100000E+02  0.1060000E+03  0.6708838E+00  0.6910567E+00
    100  0.6500  0.8100000E+02  0.1070000E+03  0.6668149E+00  0.6868656E+00
    100  0.6500  0.8100000E+02  0.1080000E+03  0.6628481E+00  0.6827794E+00
    100  0.6500  0.8100000E+02  0.1090000E+03  0.6589800E+00  0.6787950E+00
    100  0.6500  0.8100000E+02  0.1100000E+03  0.6552089E+00  0.6749106E+00
    100  0.6500  0.8100000E+02  0.1110000E+03  0.6515335E+00  0.6711246E+00
    100  0.6500  0.8100000E+02  0.1120000E+03  0.6479518E+00  0.6674352E+00
    100  0.6500  0.8100000E+02  0.1130000E+03  0.6444626E+00  0.6638411E+00
    100  0.6500  0.8100000E+02  0.1140000E+03  0.6410641E+00  0.6603405E+00
    100  0.6500  0.8100000E+02  0.1150000E+03  0.6377543E+00  0.6569311E+00
    100  0.6500  0.8100000E+02  0.1160000E+03  0.6345308E+00  0.6536106E+00
    100  0.6500  0.8100000E+02  0.1170000E+03  0.6313905E+00  0.6503759E+00
    100  0.6500  0.8100000E+02  0.1180000E+03  0.6283315E+00  0.6472249E+00
    100  0.6500  0.8100000E+02  0.1190000E+03  0.6253507E+00  0.6441545E+00
    100  0.6500  0.8100000E+02  0.1200000E+03  0.6224457E+00  0.6411622E+00
    100  0.6500  0.8100000E+02  0.1210000E+03  0.6196151E+00  0.6382465E+00
    100  0.6500  0.8100000E+02  0.1220000E+03  0.6168569E+00  0.6354054E+00
    100  0.6500  0.8100000E+02  0.1230000E+03  0.6141701E+00  0.6326378E+00
    100  0.6500  0.8100000E+02  0.1240000E+03  0.6115539E+00  0.6299429E+00
    100  0.6500  0.8100000E+02  0.1250000E+03  0.6090075E+00  0.6273199E+00
    100  0.6500  0.8100000E+02  0.1260000E+03  0.6065302E+00  0.6247681E+00
    100  0.6500  0.8100000E+02  0.1270000E+03  0.6041204E+00  0.6222859E+00
    100  0.6500  0.8100000E+02  0.1280000E+03  0.6017770E+00  0.6198720E+00
    100  0.6500  0.8100000E+02  0.1290000E+03  0.5994989E+00  0.6175254E+00
    100  0.6500  0.8100000E+02  0.1300000E+03  0.5972835E+00  0.6152434E+00
    100  0.6500  0.8100000E+02  0.1310000E+03  0.5951294E+00  0.6130245E+00
    100  0.6500  0.8100000E+02  0.1320000E+03  0.5930343E+00  0.6108664E+00
    100  0.6500  0.8100000E+02  0.1330000E+03  0.5909970E+00  0.6087678E+00
    100  0.6500  0.8100000E+02  0.1340000E+03  0.5890161E+00  0.6067274E+00
    100  0.6500  0.8100000E+02  0.1350000E+03  0.5870905E+00  0.6047438E+00
    100  0.6500  0.8100000E+02  0.1360000E+03  0.5852196E+00  0.6028168E+00
    100  0.6500  0.8100000E+02  0.1370000E+03  0.5834029E+00  0.6009454E+00
    100  0.6500  0.8100000E+02  0.1380000E+03  0.5816403E+00  0.5991298E+00
    100  0.6500  0.8100000E+02  0.1390000E+03  0.5799312E+00  0.5973693E+00
    100  0.6500  0.8100000E+02  0.1400000E+03  0.5782751E+00  0.5956634E+00
    100  0.6500  0.8100000E+02  0.1410000E+03  0.5766711E+00  0.5940112E+00
    100  0.6500  0.8100000E+02  0.1420000E+03  0.5751185E+00  0.5924119E+00
    100  0.6500  0.8100000E+02  0.1430000E+03  0.5736159E+00  0.5908641E+00
    100  0.6500  0.8100000E+02  0.1440000E+03  0.5721619E+00  0.5893663E+00
    100  0.6500  0.8100000E+02  0.1450000E+03  0.5707557E+00  0.5879179E+00
    100  0.6500  0.8100000E+02  0.1460000E+03  0.5693960E+00  0.5865173E+00
    100  0.6500  0.8100000E+02  0.1470000E+03  0.5680814E+00  0.5851632E+00
    100  0.6500  0.8100000E+02  0.1480000E+03  0.5668114E+00  0.5838550E+00
    100  0.6500  0.8100000E+02  0.1490000E+03  0.5655861E+00  0.5825928E+00
    100  0.6500  0.8100000E+02  0.1500000E+03  0.5644042E+00  0.5813754E+00
    100  0.6500  0.8100000E+02  0.1510000E+03  0.5632662E+00  0.5802032E+00
    100  0.6500  0.8100000E+02  0.1520000E+03  0.5621717E+00  0.5790758E+00
    100  0.6500  0.8100000E+02  0.1530000E+03  0.5611209E+00  0.5779934E+00
    100  0.6500  0.8100000E+02  0.1540000E+03  0.5601133E+00  0.5769554E+00
    100  0.6500  0.8100000E+02  0.1550000E+03  0.5591490E+00  0.5759622E+00
    100  0.6500  0.8100000E+02  0.1560000E+03  0.5582271E+00  0.5750125E+00
    100  0.6500  0.8100000E+02  0.1570000E+03  0.5573474E+00  0.5741063E+00
    100  0.6500  0.8100000E+02  0.1580000E+03  0.5565088E+00  0.5732426E+00
    100  0.6500  0.8100000E+02  0.1590000E+03  0.5557111E+00  0.5724209E+00
    100  0.6500  0.8100000E+02  0.1600000E+03  0.5549532E+00  0.5716403E+00
    100  0.6500  0.8100000E+02  0.1610000E+03  0.5542343E+00  0.5708998E+00
    100  0.6500  0.8100000E+02  0.1620000E+03  0.5535543E+00  0.5701993E+00
    100  0.6500  0.8100000E+02  0.1630000E+03  0.5529122E+00  0.5695379E+00
    100  0.6500  0.8100000E+02  0.1640000E+03  0.5523082E+00  0.5689157E+00
    100  0.6500  0.8100000E+02  0.1650000E+03  0.5517414E+00  0.5683319E+00
    100  0.6500  0.8100000E+02  0.1660000E+03  0.5512118E+00  0.5677864E+00
    100  0.6500  0.8100000E+02  0.1670000E+03  0.5507195E+00  0.5672792E+00
    100  0.6500  0.8100000E+02  0.1680000E+03  0.5502641E+00  0.5668101E+00
    100  0.6500  0.8100000E+02  0.1690000E+03  0.5498456E+00  0.5663791E+00
    100  0.6500  0.8100000E+02  0.1700000E+03  0.5494639E+00  0.5659859E+00
    100  0.6500  0.8100000E+02  0.1710000E+03  0.5491190E+00  0.5656306E+00
    100  0.6500  0.8100000E+02  0.1720000E+03  0.5488108E+00  0.5653132E+00
    100  0.6500  0.8100000E+02  0.1730000E+03  0.5485391E+00  0.5650333E+00
    100  0.6500  0.8100000E+02  0.1740000E+03  0.5483038E+00  0.5647909E+00
    100  0.6500  0.8100000E+02  0.1750000E+03  0.5481052E+00  0.5645863E+00
    100  0.6500  0.8100000E+02  0.1760000E+03  0.5479426E+00  0.5644189E+00
    100  0.6500  0.8100000E+02  0.1770000E+03  0.5478163E+00  0.5642887E+00
    100  0.6500  0.8100000E+02  0.1780000E+03  0.5477262E+00  0.5641959E+00
    100  0.6500  0.8100000E+02  0.1790000E+03  0.5476722E+00  0.5641403E+00
    100  0.6500  0.8100000E+02  0.1800000E+03  0.5476540E+00  0.5641215E+00
    100  0.6500  0.8000000E+02  0.0000000E+00  0.2279942E+01  0.2348498E+01
    100  0.6500  0.8000000E+02  0.1000000E+01  0.2278950E+01  0.2347476E+01
    100  0.6500  0.8000000E+02  0.2000000E+01  0.2275981E+01  0.2344418E+01
    100  0.6500  0.8000000E+02  0.3000000E+01  0.2271055E+01  0.2339344E+01
    100  0.6500  0.8000000E+02  0.4000000E+01  0.2264203E+01  0.2332286E+01
    100  0.6500  0.8000000E+02  0.5000000E+01  0.2255470E+01  0.2323290E+01
    100  0.6500  0.8000000E+02  0.6000000E+01  0.2244910E+01  0.2312413E+01
    100  0.6500  0.8000000E+02  0.7000000E+01  0.2232590E+01  0.2299722E+01
    100  0.6500  0.8000000E+02  0.8000000E+01  0.2218584E+01  0.2285295E+01
    100  0.6500  0.8000000E+02  0.9000000E+01  0.2202975E+01  0.2269217E+01
    100  0.6500  0.8000000E+02  0.1000000E+02  0.2185854E+01  0.2251581E+01
    100  0.6500  0.8000000E+02  0.1100000E+02  0.2167317E+01  0.2232487E+01
    100  0.6500  0.8000000E+02  0.1200000E+02  0.2147463E+01  0.2212035E+01
    100  0.6500  0.8000000E+02  0.1300000E+02  0.2126398E+01  0.2190337E+01
    100  0.6500  0.8000000E+02  0.1400000E+02  0.2104223E+01  0.2167496E+01
    100  0.6500  0.8000000E+02  0.1500000E+02  0.2081049E+01  0.2143625E+01
    100  0.6500  0.8000000E+02  0.1600000E+02  0.2056979E+01  0.2118831E+01
    100  0.6500  0.8000000E+02  0.1700000E+02  0.2032117E+01  0.2093222E+01
    100  0.6500  0.8000000E+02  0.1800000E+02  0.2006567E+01  0.2066903E+01
    100  0.6500  0.8000000E+02  0.1900000E+02  0.1980428E+01  0.2039978E+01
    100  0.6500  0.8000000E+02  0.2000000E+02  0.1953797E+01  0.2012546E+01
    100  0.6500  0.8000000E+02  0.2100000E+02  0.1926768E+01  0.1984705E+01
    100  0.6500  0.8000000E+02  0.2200000E+02  0.1899430E+01  0.1956545E+01
    100  0.6500  0.8000000E+02  0.2300000E+02  0.1871867E+01  0.1928152E+01
    100  0.6500  0.8000000E+02  0.2400000E+02  0.1844160E+01  0.1899613E+01
    100  0.6500  0.8000000E+02  0.2500000E+02  0.1816385E+01  0.1871003E+01
    100  0.6500  0.8000000E+02  0.2600000E+02  0.1788613E+01  0.1842395E+01
    100  0.6500  0.8000000E+02  0.2700000E+02  0.1760909E+01  0.1813859E+01
    100  0.6500  0.8000000E+02  0.2800000E+02  0.1733334E+01  0.1785454E+01
    100  0.6500  0.8000000E+02  0.2900000E+02  0.1705944E+01  0.1757240E+01
    100  0.6500  0.8000000E+02  0.3000000E+02  0.1678785E+01  0.1729265E+01
    100  0.6500  0.8000000E+02  0.3100000E+02  0.1651902E+01  0.1701573E+01
    100  0.6500  0.8000000E+02  0.3200000E+02  0.1625333E+01  0.1674206E+01
    100  0.6500  0.8000000E+02  0.3300000E+02  0.1599110E+01  0.1647194E+01
    100  0.6500  0.8000000E+02  0.3400000E+02  0.1573259E+01  0.1620566E+01
    100  0.6500  0.8000000E+02  0.3500000E+02  0.1547804E+01  0.1594345E+01
    100  0.6500  0.8000000E+02  0.3600000E+02  0.1522763E+01  0.1568552E+01
    100  0.6500  0.8000000E+02  0.3700000E+02  0.1498152E+01  0.1543201E+01
    100  0.6500  0.8000000E+02  0.3800000E+02  0.1473984E+01  0.1518305E+01
    100  0.6500  0.8000000E+02  0.3900000E+02  0.1450268E+01  0.1493876E+01
    100  0.6500  0.8000000E+02  0.4000000E+02  0.1427015E+01  0.1469924E+01
    100  0.6500  0.8000000E+02  0.4100000E+02  0.1404233E+01  0.1446457E+01
    100  0.6500  0.8000000E+02  0.4200000E+02  0.1381928E+01  0.1423482E+01
    100  0.6500  0.8000000E+02  0.4300000E+02  0.1360108E+01  0.1401005E+01
    100  0.6500  0.8000000E+02  0.4400000E+02  0.1338775E+01  0.1379031E+01
    100  0.6500  0.8000000E+02  0.4500000E+02  0.1317932E+01  0.1357561E+01
    100  0.6500  0.8000000E+02  0.4600000E+02  0.1297581E+01  0.1336598E+01
    100  0.6500  0.8000000E+02  0.4700000E+02  0.1277719E+01  0.1316139E+01
    100  0.6500  0.8000000E+02  0.4800000E+02  0.1258342E+01  0.1296180E+01
    100  0.6500  0.8000000E+02  0.4900000E+02  0.1239445E+01  0.1276714E+01
    100  0.6500  0.8000000E+02  0.5000000E+02  0.1221020E+01  0.1257735E+01
    100  0.6500  0.8000000E+02  0.5100000E+02  0.1203056E+01  0.1239231E+01
    100  0.6500  0.8000000E+02  0.5200000E+02  0.1185545E+01  0.1221193E+01
    100  0.6500  0.8000000E+02  0.5300000E+02  0.1168475E+01  0.1203610E+01
    100  0.6500  0.8000000E+02  0.5400000E+02  0.1151838E+01  0.1186473E+01
    100  0.6500  0.8000000E+02  0.5500000E+02  0.1135625E+01  0.1169772E+01
    100  0.6500  0.8000000E+02  0.5600000E+02  0.1119827E+01  0.1153499E+01
    100  0.6500  0.8000000E+02  0.5700000E+02  0.1104437E+01  0.1137647E+01
    100  0.6500  0.8000000E+02  0.5800000E+02  0.1089449E+01  0.1122208E+01
    100  0.6500  0.8000000E+02  0.5900000E+02  0.1074857E+01  0.1107177E+01
    100  0.6500  0.8000000E+02  0.6000000E+02  0.1060652E+01  0.1092545E+01
    100  0.6500  0.8000000E+02  0.6100000E+02  0.1046829E+01  0.1078306E+01
    100  0.6500  0.8000000E+02  0.6200000E+02  0.1033377E+01  0.1064450E+01
    100  0.6500  0.8000000E+02  0.6300000E+02  0.1020288E+01  0.1050968E+01
    100  0.6500  0.8000000E+02  0.6400000E+02  0.1007551E+01  0.1037848E+01
    100  0.6500  0.8000000E+02  0.6500000E+02  0.9951555E+00  0.1025079E+01
    100  0.6500  0.8000000E+02  0.6600000E+02  0.9830892E+00  0.1012650E+01
    100  0.6500  0.8000000E+02  0.6700000E+02  0.9713424E+00  0.1000550E+01
    100  0.6500  0.8000000E+02  0.6800000E+02  0.9599052E+00  0.9887688E+00
    100  0.6500  0.8000000E+02  0.6900000E+02  0.9487685E+00  0.9772972E+00
    100  0.6500  0.8000000E+02  0.7000000E+02  0.9379241E+00  0.9661269E+00
    100  0.6500  0.8000000E+02  0.7100000E+02  0.9273659E+00  0.9552511E+00
    100  0.6500  0.8000000E+02  0.7200000E+02  0.9170874E+00  0.9446635E+00
    100  0.6500  0.8000000E+02  0.7300000E+02  0.9070827E+00  0.9343580E+00
    100  0.6500  0.8000000E+02  0.7400000E+02  0.8973456E+00  0.9243281E+00
    100  0.6500  0.8000000E+02  0.7500000E+02  0.8878692E+00  0.9145668E+00
    100  0.6500  0.8000000E+02  0.7600000E+02  0.8786474E+00  0.9050677E+00
    100  0.6500  0.8000000E+02  0.7700000E+02  0.8696713E+00  0.8958217E+00
    100  0.6500  0.8000000E+02  0.7800000E+02  0.8609333E+00  0.8868210E+00
    100  0.6500  0.8000000E+02  0.7900000E+02  0.8524262E+00  0.8780580E+00
    100  0.6500  0.8000000E+02  0.8000000E+02  0.8441397E+00  0.8695223E+00
    100  0.6500  0.8000000E+02  0.8100000E+02  0.8360685E+00  0.8612084E+00
    100  0.6500  0.8000000E+02  0.8200000E+02  0.8282047E+00  0.8531082E+00
    100  0.6500  0.8000000E+02  0.8300000E+02  0.8205429E+00  0.8452160E+00
    100  0.6500  0.8000000E+02  0.8400000E+02  0.8130786E+00  0.8375273E+00
    100  0.6500  0.8000000E+02  0.8500000E+02  0.8058068E+00  0.8300368E+00
    100  0.6500  0.8000000E+02  0.8600000E+02  0.7987247E+00  0.8227417E+00
    100  0.6500  0.8000000E+02  0.8700000E+02  0.7918267E+00  0.8156363E+00
    100  0.6500  0.8000000E+02  0.8800000E+02  0.7851093E+00  0.8087170E+00
    100  0.6500  0.8000000E+02  0.8900000E+02  0.7785679E+00  0.8019788E+00
    100  0.6500  0.8000000E+02  0.9000000E+02  0.7721961E+00  0.7954155E+00
    100  0.6500  0.8000000E+02  0.9100000E+02  0.7659893E+00  0.7890220E+00
    100  0.6500  0.8000000E+02  0.9200000E+02  0.7599415E+00  0.7827923E+00
    100  0.6500  0.8000000E+02  0.9300000E+02  0.7540472E+00  0.7767209E+00
    100  0.6500  0.8000000E+02  0.9400000E+02  0.7483015E+00  0.7708024E+00
    100  0.6500  0.8000000E+02  0.9500000E+02  0.7426997E+00  0.7650322E+00
    100  0.6500  0.8000000E+02  0.9600000E+02  0.7372385E+00  0.7594067E+00
    100  0.6500  0.8000000E+02  0.9700000E+02  0.7319145E+00  0.7539226E+00
    100  0.6500  0.8000000E+02  0.9800000E+02  0.7267247E+00  0.7485768E+00
    100  0.6500  0.8000000E+02  0.9900000E+02  0.7216671E+00  0.7433671E+00
    100  0.6500  0.8000000E+02  0.1000000E+03  0.7167385E+00  0.7382903E+00
    100  0.6500  0.8000000E+02  0.1010000E+03  0.7119367E+00  0.7333441E+00
    100  0.6500  0.8000000E+02  0.1020000E+03  0.7072579E+00  0.7285247E+00
    100  0.6500  0.8000000E+02  0.1030000E+03  0.7026989E+00  0.7238285E+00
    100  0.6500  0.8000000E+02  0.1040000E+03  0.6982555E+00  0.7192515E+00
    100  0.6500  0.8000000E+02  0.1050000E+03  0.6939244E+00  0.7147902E+00
    100  0.6500  0.8000000E+02  0.1060000E+03  0.6897011E+00  0.7104400E+00
    100  0.6500  0.8000000E+02  0.1070000E+03  0.6855832E+00  0.7061982E+00
    100  0.6500  0.8000000E+02  0.1080000E+03  0.6815673E+00  0.7020615E+00
    100  0.6500  0.8000000E+02  0.1090000E+03  0.6776509E+00  0.6980274E+00
    100  0.6500  0.8000000E+02  0.1100000E+03  0.6738330E+00  0.6940947E+00
    100  0.6500  0.8000000E+02  0.1110000E+03  0.6701111E+00  0.6902608E+00
    100  0.6500  0.8000000E+02  0.1120000E+03  0.6664837E+00  0.6865244E+00
    100  0.6500  0.8000000E+02  0.1130000E+03  0.6629497E+00  0.6828841E+00
    100  0.6500  0.8000000E+02  0.1140000E+03  0.6595069E+00  0.6793378E+00
    100  0.6500  0.8000000E+02  0.1150000E+03  0.6561532E+00  0.6758832E+00
    100  0.6500  0.8000000E+02  0.1160000E+03  0.6528859E+00  0.6725177E+00
    100  0.6500  0.8000000E+02  0.1170000E+03  0.6497027E+00  0.6692387E+00
    100  0.6500  0.8000000E+02  0.1180000E+03  0.6466008E+00  0.6660436E+00
    100  0.6500  0.8000000E+02  0.1190000E+03  0.6435778E+00  0.6629297E+00
    100  0.6500  0.8000000E+02  0.1200000E+03  0.6406314E+00  0.6598947E+00
    100  0.6500  0.8000000E+02  0.1210000E+03  0.6377599E+00  0.6569368E+00
    100  0.6500  0.8000000E+02  0.1220000E+03  0.6349620E+00  0.6540548E+00
    100  0.6500  0.8000000E+02  0.1230000E+03  0.6322362E+00  0.6512470E+00
    100  0.6500  0.8000000E+02  0.1240000E+03  0.6295821E+00  0.6485131E+00
    100  0.6500  0.8000000E+02  0.1250000E+03  0.6269988E+00  0.6458521E+00
    100  0.6500  0.8000000E+02  0.1260000E+03  0.6244848E+00  0.6432626E+00
    100  0.6500  0.8000000E+02  0.1270000E+03  0.6220393E+00  0.6407435E+00
    100  0.6500  0.8000000E+02  0.1280000E+03  0.6196608E+00  0.6382935E+00
    100  0.6500  0.8000000E+02  0.1290000E+03  0.6173475E+00  0.6359107E+00
    100  0.6500  0.8000000E+02  0.1300000E+03  0.6150978E+00  0.6335933E+00
    100  0.6500  0.8000000E+02  0.1310000E+03  0.6129096E+00  0.6313393E+00
    100  0.6500  0.8000000E+02  0.1320000E+03  0.6107813E+00  0.6291470E+00
    100  0.6500  0.8000000E+02  0.1330000E+03  0.6087114E+00  0.6270149E+00
    100  0.6500  0.8000000E+02  0.1340000E+03  0.6066986E+00  0.6249415E+00
    100  0.6500  0.8000000E+02  0.1350000E+03  0.6047422E+00  0.6229263E+00
    100  0.6500  0.8000000E+02  0.1360000E+03  0.6028416E+00  0.6209686E+00
    100  0.6500  0.8000000E+02  0.1370000E+03  0.6009961E+00  0.6190675E+00
    100  0.6500  0.8000000E+02  0.1380000E+03  0.5992057E+00  0.6172233E+00
    100  0.6500  0.8000000E+02  0.1390000E+03  0.5974694E+00  0.6154349E+00
    100  0.6500  0.8000000E+02  0.1400000E+03  0.5957869E+00  0.6137018E+00
    100  0.6500  0.8000000E+02  0.1410000E+03  0.5941572E+00  0.6120230E+00
    100  0.6500  0.8000000E+02  0.1420000E+03  0.5925789E+00  0.6103973E+00
    100  0.6500  0.8000000E+02  0.1430000E+03  0.5910516E+00  0.6088241E+00
    100  0.6500  0.8000000E+02  0.1440000E+03  0.5895731E+00  0.6073012E+00
    100  0.6500  0.8000000E+02  0.1450000E+03  0.5881428E+00  0.6058278E+00
    100  0.6500  0.8000000E+02  0.1460000E+03  0.5867598E+00  0.6044033E+00
    100  0.6500  0.8000000E+02  0.1470000E+03  0.5854229E+00  0.6030261E+00
    100  0.6500  0.8000000E+02  0.1480000E+03  0.5841315E+00  0.6016958E+00
    100  0.6500  0.8000000E+02  0.1490000E+03  0.5828852E+00  0.6004121E+00
    100  0.6500  0.8000000E+02  0.1500000E+03  0.5816837E+00  0.5991745E+00
    100  0.6500  0.8000000E+02  0.1510000E+03  0.5805272E+00  0.5979832E+00
    100  0.6500  0.8000000E+02  0.1520000E+03  0.5794149E+00  0.5968375E+00
    100  0.6500  0.8000000E+02  0.1530000E+03  0.5783472E+00  0.5957377E+00
    100  0.6500  0.8000000E+02  0.1540000E+03  0.5773235E+00  0.5946832E+00
    100  0.6500  0.8000000E+02  0.1550000E+03  0.5763431E+00  0.5936733E+00
    100  0.6500  0.8000000E+02  0.1560000E+03  0.5754061E+00  0.5927081E+00
    100  0.6500  0.8000000E+02  0.1570000E+03  0.5745111E+00  0.5917861E+00
    100  0.6500  0.8000000E+02  0.1580000E+03  0.5736575E+00  0.5909069E+00
    100  0.6500  0.8000000E+02  0.1590000E+03  0.5728449E+00  0.5900699E+00
    100  0.6500  0.8000000E+02  0.1600000E+03  0.5720725E+00  0.5892743E+00
    100  0.6500  0.8000000E+02  0.1610000E+03  0.5713397E+00  0.5885195E+00
    100  0.6500  0.8000000E+02  0.1620000E+03  0.5706456E+00  0.5878046E+00
    100  0.6500  0.8000000E+02  0.1630000E+03  0.5699902E+00  0.5871294E+00
    100  0.6500  0.8000000E+02  0.1640000E+03  0.5693734E+00  0.5864940E+00
    100  0.6500  0.8000000E+02  0.1650000E+03  0.5687945E+00  0.5858978E+00
    100  0.6500  0.8000000E+02  0.1660000E+03  0.5682538E+00  0.5853407E+00
    100  0.6500  0.8000000E+02  0.1670000E+03  0.5677511E+00  0.5848230E+00
    100  0.6500  0.8000000E+02  0.1680000E+03  0.5672861E+00  0.5843440E+00
    100  0.6500  0.8000000E+02  0.1690000E+03  0.5668592E+00  0.5839042E+00
    100  0.6500  0.8000000E+02  0.1700000E+03  0.5664697E+00  0.5835031E+00
    100  0.6500  0.8000000E+02  0.1710000E+03  0.5661177E+00  0.5831405E+00
    100  0.6500  0.8000000E+02  0.1720000E+03  0.5658034E+00  0.5828167E+00
    100  0.6500  0.8000000E+02  0.1730000E+03  0.5655262E+00  0.5825312E+00
    100  0.6500  0.8000000E+02  0.1740000E+03  0.5652865E+00  0.5822842E+00
    100  0.6500  0.8000000E+02  0.1750000E+03  0.5650839E+00  0.5820755E+00
    100  0.6500  0.8000000E+02  0.1760000E+03  0.5649182E+00  0.5819048E+00
    100  0.6500  0.8000000E+02  0.1770000E+03  0.5647894E+00  0.5817722E+00
    100  0.6500  0.8000000E+02  0.1780000E+03  0.5646974E+00  0.5816774E+00
    100  0.6500  0.8000000E+02  0.1790000E+03  0.5646424E+00  0.5816208E+00
    100  0.6500  0.8000000E+02  0.1800000E+03  0.5646238E+00  0.5816016E+00
    100  0.6500  0.7900000E+02  0.0000000E+00  0.2246076E+01  0.2313613E+01
    100  0.6500  0.7900000E+02  0.1000000E+01  0.2245156E+01  0.2312666E+01
    100  0.6500  0.7900000E+02  0.2000000E+01  0.2242403E+01  0.2309830E+01
    100  0.6500  0.7900000E+02  0.3000000E+01  0.2237834E+01  0.2305124E+01
    100  0.6500  0.7900000E+02  0.4000000E+01  0.2231477E+01  0.2298576E+01
    100  0.6500  0.7900000E+02  0.5000000E+01  0.2223370E+01  0.2290226E+01
    100  0.6500  0.7900000E+02  0.6000000E+01  0.2213562E+01  0.2280123E+01
    100  0.6500  0.7900000E+02  0.7000000E+01  0.2202112E+01  0.2268328E+01
    100  0.6500  0.7900000E+02  0.8000000E+01  0.2189084E+01  0.2254909E+01
    100  0.6500  0.7900000E+02  0.9000000E+01  0.2174553E+01  0.2239940E+01
    100  0.6500  0.7900000E+02  0.1000000E+02  0.2158597E+01  0.2223504E+01
    100  0.6500  0.7900000E+02  0.1100000E+02  0.2141304E+01  0.2205692E+01
    100  0.6500  0.7900000E+02  0.1200000E+02  0.2122762E+01  0.2186592E+01
    100  0.6500  0.7900000E+02  0.1300000E+02  0.2103062E+01  0.2166300E+01
    100  0.6500  0.7900000E+02  0.1400000E+02  0.2082302E+01  0.2144915E+01
    100  0.6500  0.7900000E+02  0.1500000E+02  0.2060575E+01  0.2122535E+01
    100  0.6500  0.7900000E+02  0.1600000E+02  0.2037979E+01  0.2099259E+01
    100  0.6500  0.7900000E+02  0.1700000E+02  0.2014607E+01  0.2075185E+01
    100  0.6500  0.7900000E+02  0.1800000E+02  0.1990556E+01  0.2050411E+01
    100  0.6500  0.7900000E+02  0.1900000E+02  0.1965918E+01  0.2025032E+01
    100  0.6500  0.7900000E+02  0.2000000E+02  0.1940781E+01  0.1999139E+01
    100  0.6500  0.7900000E+02  0.2100000E+02  0.1915234E+01  0.1972824E+01
    100  0.6500  0.7900000E+02  0.2200000E+02  0.1889359E+01  0.1946170E+01
    100  0.6500  0.7900000E+02  0.2300000E+02  0.1863237E+01  0.1919263E+01
    100  0.6500  0.7900000E+02  0.2400000E+02  0.1836943E+01  0.1892178E+01
    100  0.6500  0.7900000E+02  0.2500000E+02  0.1810549E+01  0.1864991E+01
    100  0.6500  0.7900000E+02  0.2600000E+02  0.1784122E+01  0.1837770E+01
    100  0.6500  0.7900000E+02  0.2700000E+02  0.1757725E+01  0.1810579E+01
    100  0.6500  0.7900000E+02  0.2800000E+02  0.1731414E+01  0.1783476E+01
    100  0.6500  0.7900000E+02  0.2900000E+02  0.1705241E+01  0.1756516E+01
    100  0.6500  0.7900000E+02  0.3000000E+02  0.1679252E+01  0.1729746E+01
    100  0.6500  0.7900000E+02  0.3100000E+02  0.1653489E+01  0.1703208E+01
    100  0.6500  0.7900000E+02  0.3200000E+02  0.1627988E+01  0.1676940E+01
    100  0.6500  0.7900000E+02  0.3300000E+02  0.1602780E+01  0.1650975E+01
    100  0.6500  0.7900000E+02  0.3400000E+02  0.1577894E+01  0.1625340E+01
    100  0.6500  0.7900000E+02  0.3500000E+02  0.1553351E+01  0.1600059E+01
    100  0.6500  0.7900000E+02  0.3600000E+02  0.1529173E+01  0.1575154E+01
    100  0.6500  0.7900000E+02  0.3700000E+02  0.1505376E+01  0.1550642E+01
    100  0.6500  0.7900000E+02  0.3800000E+02  0.1481977E+01  0.1526538E+01
    100  0.6500  0.7900000E+02  0.3900000E+02  0.1458987E+01  0.1502857E+01
    100  0.6500  0.7900000E+02  0.4000000E+02  0.1436420E+01  0.1479612E+01
    100  0.6500  0.7900000E+02  0.4100000E+02  0.1414284E+01  0.1456811E+01
